Seção;Divisão;Grupo;Classe;Denominação
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46192;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45421;Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46176;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46168;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio de veículos automotores;45129;Representantes comerciais e agentes do comércio de veículos automotores
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46184;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Reprodução de materiais gravados em qualquer suporte;18300;Reprodução de materiais gravados em qualquer suporte
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;Resseguros;65308;Resseguros
ALOJAMENTO E ALIMENTAÇÃO;ALIMENTAÇÃO;Restaurantes e outros serviços de alimentação e bebidas;56112;Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;ATIVIDADES DE SERVIÇOS FINANCEIROS;Atividades de serviços financeiros não especificadas anteriormente;64921;Securitização de créditos
ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL;Sedes de empresas e unidades administrativas locais;70107;Sedes de empresas e unidades administrativas locais
ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;Serviços coletivos prestados pela administração pública;84248;Segurança e ordem pública
ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;Seguridade social obrigatória;84302;Seguridade social obrigatória
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;Seguros de vida e não-vida;65111;Seguros de vida
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;Seguros de vida e não-vida;65120;Seguros não-vida
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;Seguros-saúde;65201;Seguros-saúde
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA;Seleção e agenciamento de mão-de-obra;78108;Seleção e agenciamento de mão-de-obra
ALOJAMENTO E ALIMENTAÇÃO;ALIMENTAÇÃO;Restaurantes e outros serviços de alimentação e bebidas;56121;Serviços ambulantes de alimentação
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;Serviços de escritório e apoio administrativo;82113;Serviços combinados de escritório e apoio administrativo
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;Serviços combinados para apoio a edifícios;81117;Serviços combinados para apoio a edifícios, exceto condomínios prediais
INDÚSTRIAS DE TRANSFORMAÇÃO;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Serviços de pré-impressão e acabamentos gráficos;18229;Serviços de acabamentos gráficos
ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";Serviços de arquitetura e engenharia e atividades técnicas relacionadas;71111;Serviços de arquitetura
SAÚDE HUMANA E SERVIÇOS SOCIAIS;SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO;Serviços de assistência social sem alojamento;88006;Serviços de assistência social sem alojamento
ALOJAMENTO E ALIMENTAÇÃO;ALIMENTAÇÃO;Serviços de catering, bufê e outros serviços de comida preparada;56201;Serviços de catering, bufê e outros serviços de comida preparada
ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";Serviços de arquitetura e engenharia e atividades técnicas relacionadas;71120;Serviços de engenharia
INDÚSTRIAS DE TRANSFORMAÇÃO;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Serviços de pré-impressão e acabamentos gráficos;18211;Serviços de pré-impressão
CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Demolição e preparação do terreno;43193;Serviços de preparação do terreno não especificados anteriormente
SAÚDE HUMANA E SERVIÇOS SOCIAIS;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;Serviços móveis de atendimento a urgências e de remoção de pacientes;86224;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;Serviços de reservas e outros serviços de turismo não especificados anteriormente;79902;Serviços de reservas e outros serviços de turismo não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25390;Serviços de usinagem, solda, tratamento e revestimento em metais
SERVIÇOS DOMÉSTICOS;SERVIÇOS DOMÉSTICOS;Serviços domésticos;97005;Serviços domésticos
SERVIÇOS DOMÉSTICOS;SERVIÇOS DOMÉSTICOS;Serviços domésticos;9500;Serviços domésticos
CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Outros serviços especializados para construção;43991;Serviços especializados para construção não especificados anteriormente
SAÚDE HUMANA E SERVIÇOS SOCIAIS;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;Serviços móveis de atendimento a urgências e de remoção de pacientes;86216;Serviços móveis de atendimento a urgências
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;ATIVIDADES DE SERVIÇOS FINANCEIROS;Sociedades de capitalização;64506;Sociedades de capitalização
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;ATIVIDADES DE SERVIÇOS FINANCEIROS;Intermediação não-monetária - outros instrumentos de captação;64379;Sociedades de crédito ao microempreendedor
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;ATIVIDADES DE SERVIÇOS FINANCEIROS;Intermediação não-monetária - outros instrumentos de captação;64361;Sociedades de crédito, financiamento e investimento - financeiras
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;ATIVIDADES DE SERVIÇOS FINANCEIROS;Atividades de serviços financeiros não especificadas anteriormente;64913;Sociedades de fomento mercantil - factoring
INFORMAÇÃO E COMUNICAÇÃO;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;Atividades dos serviços de tecnologia da informação;62091;Suporte técnico, manutenção e outros serviços em tecnologia da informação
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;Tecelagem, exceto malha;13219;Tecelagem de fios de algodão
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;Tecelagem, exceto malha;13235;Tecelagem de fios de fibras artificiais e sintéticas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;Tecelagem, exceto malha;13227;Tecelagem de fios de fibras têxteis naturais, exceto algodão
INFORMAÇÃO E COMUNICAÇÃO;TELECOMUNICAÇÕES;Telecomunicações por fio;61108;Telecomunicações por fio
INFORMAÇÃO E COMUNICAÇÃO;TELECOMUNICAÇÕES;Telecomunicações por satélite;61302;Telecomunicações por satélite
INFORMAÇÃO E COMUNICAÇÃO;TELECOMUNICAÇÕES;Telecomunicações sem fio;61205;Telecomunicações sem fio
TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades auxiliares dos transportes terrestres;52222;Terminais rodoviários e ferroviários
ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";Testes e análises técnicas;71201;Testes e análises técnicas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Torrefação e moagem de café;10813;Torrefação e moagem de café
ELETRICIDADE E GÁS;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Geração, transmissão e distribuição de energia elétrica;35123;Transmissão de energia elétrica
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AÉREO;Transporte aéreo de carga;51200;Transporte aéreo de carga
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AÉREO;Transporte aéreo de passageiros;51129;Transporte aéreo de passageiros não-regular
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AÉREO;Transporte aéreo de passageiros;51111;Transporte aéreo de passageiros regular
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte dutoviário;49400;Transporte dutoviário
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de passageiros;49248;Transporte escolar
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AÉREO;Transporte espacial;51307;Transporte espacial
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte ferroviário e metroferroviário;49116;Transporte ferroviário de carga
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Transporte marítimo de cabotagem e longo curso;50114;Transporte marítimo de cabotagem
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Transporte marítimo de cabotagem e longo curso;50122;Transporte marítimo de longo curso
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte ferroviário e metroferroviário;49124;Transporte metroferroviário de passageiros
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Outros transportes aquaviários;50912;Transporte por navegação de travessia
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Transporte por navegação interior;50211;Transporte por navegação interior de carga
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Transporte por navegação interior;50220;Transporte por navegação interior de passageiros em linhas regulares
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de passageiros;49221;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de passageiros;49213;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de passageiros;49299;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de carga;49302;Transporte rodoviário de carga
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de passageiros;49230;Transporte rodoviário de táxi
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Outros transportes aquaviários;50998;Transportes aquaviários não especificados anteriormente
INFORMAÇÃO E COMUNICAÇÃO;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;Tratamento de dados, hospedagem na internet e outras atividades relacionadas;63119;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet
ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Tratamento e disposição de resíduos;38211;Tratamento e disposição de resíduos não-perigosos
ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Tratamento e disposição de resíduos;38220;Tratamento e disposição de resíduos perigosos
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Trens turísticos, teleféricos e similares;49507;Trens turísticos, teleféricos e similares
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Abate e fabricação de produtos de carne;10139;Fabricação de produtos de carne
